timestamp,blockId,txId,address,amount,scriptType,offset
1355437260,212107,9852688,8299015,1,2,0
1355463238,212147,9865666,8299015,1,2,0
1355463238,212147,9865668,8299015,1,2,0
1355463238,212147,9865670,8299015,1,2,0
1355463238,212147,9865672,8299015,1,2,0
1355463099,212148,9865914,8299015,1,2,0
1355464605,212150,9866456,8299015,1,2,0
1355464605,212150,9866457,8299015,1,2,0
1355464605,212150,9866635,8299015,1,2,0
1355466307,212151,9867173,8299015,1,2,0
1355466307,212151,9867179,8299015,1,2,0
1355466307,212151,9867200,8299015,1,2,0
1355466307,212151,9867216,8299015,1,2,0
1355467854,212152,9867683,8299015,1,2,0
1355467854,212152,9867692,8299015,1,2,0
1355467854,212152,9867693,8299015,1,2,0
1355467854,212152,9867702,8299015,1,2,0
1355468730,212153,9868088,8299015,1,2,0
1355468730,212153,9868089,8299015,1,2,0
1355471388,212156,9869282,8299015,1,2,0
1355503544,212187,9883888,8299015,1,2,0
1355503544,212187,9883890,8299015,1,2,0
1355503544,212187,9883891,8299015,1,2,0
1355503544,212187,9883892,8299015,1,2,0
1355544874,212244,9901141,8299015,1,2,0
1355544874,212244,9901148,8299015,1,2,0
1355544874,212244,9901149,8299015,1,2,0
1355544874,212244,9901150,8299015,1,2,0
1355544874,212244,9901151,8299015,1,2,0
1355544874,212244,9901159,8299015,1,2,0
1355544874,212244,9901161,8299015,1,2,0
1355544874,212244,9901162,8299015,1,2,0
1355545318,212245,9901481,8299015,1,2,0
1355546820,212248,9901977,8299015,1,2,0
1355546820,212248,9901983,8299015,1,2,0
1355546820,212248,9901985,8299015,1,2,0
1355549099,212251,9902843,8299015,1,2,0
1355549099,212251,9902892,8299015,1,2,0
1355650855,212389,9940841,8299015,1,2,0
1355653772,212394,9942026,8299015,1,2,0
1355653772,212394,9942067,8299015,1,2,0
1355653772,212394,9942144,8299015,1,2,0
1355653772,212394,9942209,8299015,1,2,0
1355653772,212394,9942210,8299015,1,2,0
1355653772,212394,9942229,8299015,1,2,0
1355653772,212394,9942237,8299015,1,2,0
1355653772,212394,9942256,8299015,1,2,0
1355653772,212394,9942257,8299015,1,2,0
1355653772,212394,9942260,8299015,1,2,0
1355653772,212394,9942261,8299015,1,2,0
1355653772,212394,9942262,8299015,1,2,0
1355653772,212394,9942263,8299015,1,2,0
1355653772,212394,9942264,8299015,1,2,0
1355653772,212394,9942270,8299015,1,2,0
1355653772,212394,9942271,8299015,1,2,0
1355653772,212394,9942272,8299015,1,2,0
1355653772,212394,9942278,8299015,1,2,0
1355653772,212394,9942279,8299015,1,2,0
1355653772,212394,9942280,8299015,1,2,0
1355653772,212394,9942287,8299015,1,2,0
1355653772,212394,9942288,8299015,1,2,0
