timestamp,blockId,txId,address,amount,scriptType,offset
1351910421,206216,8537493,7470171,1,2,0
1351910421,206216,8537565,7470171,1,2,0
1351910421,206216,8537586,7470171,1,2,0
1351910421,206216,8537592,7470171,1,2,0
1351910421,206216,8537596,7470171,1,2,0
1351914747,206223,8538482,7470171,1,2,0
1351914747,206223,8538507,7470171,1,2,0
1351914747,206223,8538516,7470171,1,2,0
1351920890,206230,8540691,7470171,1,2,0
1351920890,206230,8540710,7470171,1,2,0
1351920890,206230,8540753,7470171,1,2,0
1351920890,206230,8540779,7470171,1,2,0
1351920890,206230,8540791,7470171,1,2,0
1351920890,206230,8540803,7470171,1,2,0
1351920890,206230,8540813,7470171,1,2,0
1351920890,206230,8540824,7470171,1,2,0
1351920890,206230,8540837,7470171,1,2,0
1351920890,206230,8540845,7470171,1,2,0
1351920890,206230,8540850,7470171,1,2,0
1351920890,206230,8540858,7470171,1,2,0
1351920890,206230,8540863,7470171,1,2,0
1351920890,206230,8540868,7470171,1,2,0
1351920890,206230,8540873,7470171,1,2,0
1351920890,206230,8540875,7470171,1,2,0
1351920890,206230,8540877,7470171,1,2,0
1351920890,206230,8540879,7470171,1,2,0
1351920890,206230,8540881,7470171,1,2,0
1351920890,206230,8540883,7470171,1,2,0
1351920890,206230,8540885,7470171,1,2,0
1351920890,206230,8540887,7470171,1,2,0
1351920890,206230,8540889,7470171,1,2,0
1351920890,206230,8540892,7470171,1,2,0
1351920890,206230,8540893,7470171,1,2,0
1351920890,206230,8540895,7470171,1,2,0
1351920890,206230,8540898,7470171,1,2,0
1351920890,206230,8540900,7470171,1,2,0
1351920890,206230,8540901,7470171,1,2,0
1351920890,206230,8540904,7470171,1,2,0
1351920890,206230,8540905,7470171,1,2,0
1351920890,206230,8540907,7470171,1,2,0
1351920890,206230,8540909,7470171,1,2,0
1351920890,206230,8540910,7470171,1,2,0
1351920890,206230,8540911,7470171,1,2,0
1351920890,206230,8540912,7470171,1,2,0
1351920890,206230,8540915,7470171,1,2,0
1351920890,206230,8540918,7470171,1,2,0
1351920890,206230,8540921,7470171,1,2,0
1351920890,206230,8540924,7470171,1,2,0
1351920890,206230,8540925,7470171,1,2,0
1351920890,206230,8540932,7470171,1,2,0
1351920890,206230,8540933,7470171,1,2,0
1351921791,206231,8541090,7470171,1,2,0
1351921791,206231,8541094,7470171,1,2,0
1351921791,206231,8541095,7470171,1,2,0
1351921791,206231,8541111,7470171,1,2,0
1351921791,206231,8541119,7470171,1,2,0
1351921791,206231,8541131,7470171,1,2,0
1351921791,206231,8541138,7470171,1,2,0
1351921791,206231,8541139,7470171,1,2,0
1351921791,206231,8541143,7470171,1,2,0
1351921791,206231,8541144,7470171,1,2,0
1351921791,206231,8541148,7470171,1,2,0
1351921791,206231,8541149,7470171,1,2,0
1351921791,206231,8541150,7470171,1,2,0
1351921791,206231,8541151,7470171,1,2,0
1351921791,206231,8541152,7470171,1,2,0
1351921791,206231,8541155,7470171,1,2,0
1351921791,206231,8541156,7470171,1,2,0
1351921791,206231,8541160,7470171,1,2,0
1351921791,206231,8541161,7470171,1,2,0
1351921791,206231,8541165,7470171,1,2,0
1351921791,206231,8541166,7470171,1,2,0
1351921791,206231,8541173,7470171,1,2,0
1351921791,206231,8541176,7470171,1,2,0
1351921791,206231,8541177,7470171,1,2,0
1351921791,206231,8541178,7470171,1,2,0
1351921791,206231,8541179,7470171,1,2,0
1351921791,206231,8541180,7470171,1,2,0
1351921791,206231,8541181,7470171,1,2,0
1351921791,206231,8541182,7470171,1,2,0
1351921791,206231,8541183,7470171,1,2,0
1351921791,206231,8541184,7470171,1,2,0
1351921791,206231,8541185,7470171,1,2,0
1351921791,206231,8541186,7470171,1,2,0
1351921791,206231,8541187,7470171,1,2,0
1351921791,206231,8541188,7470171,1,2,0
1351921791,206231,8541189,7470171,1,2,0
1351921791,206231,8541190,7470171,1,2,0
1351921791,206231,8541194,7470171,1,2,0
1351921791,206231,8541202,7470171,1,2,0
1351921791,206231,8541203,7470171,1,2,0
1351921791,206231,8541207,7470171,1,2,0
1351921791,206231,8541208,7470171,1,2,0
1351921791,206231,8541209,7470171,1,2,0
1351921791,206231,8541210,7470171,1,2,0
